user_id;Rodada_Eliminacao;Jogador;tournament_id
36;QF;77;1
36;R1;10;1
36;R3;105;1
36;R3;106;1
36;R4;31;1
36;R4;47;1
36;R4;48;1
37;QF;17;1
37;QF;63;1
37;QF;77;1
37;QF;121;1
37;SF;1;1
37;SF;92;1
39;QF;17;1
39;QF;63;1
39;QF;77;1
39;QF;121;1
39;SF;1;1
39;SF;92;1
41;QF;121;1
41;R2;21;1
41;R2;64;1
41;R3;39;1
41;R3;78;1
41;R3;105;1
41;R4;48;1
41;SF;1;1
