user_id;Jogador;Rodada;tournament_id
36;1;QF;1
36;17;QF;1
36;63;QF;1
36;77;QF;1
36;91;QF;1
36;92;QF;1
36;121;QF;1
36;1;SF;1
36;91;SF;1
36;92;SF;1
36;91;F;1
