user_id;Jogador;Rodada;tournament_id
37;130;QF;2
37;134;QF;2
37;139;QF;2
37;143;QF;2
37;143;SF;2
37;143;F;2
38;139;QF;2
38;143;QF;2
38;153;QF;2
38;153;SF;2
40;123;QF;2
40;129;QF;2
40;130;QF;2
40;149;QF;2
40;153;QF;2
40;129;SF;2
40;130;SF;2
40;153;SF;2
40;129;F;2
42;129;QF;2
42;130;QF;2
42;139;QF;2
42;149;QF;2
42;153;QF;2
42;129;SF;2
42;130;SF;2
42;153;SF;2
42;129;F;2
